target_id	length	eff_length	est_counts	tpm
HORVU.MOREX.r2.1HG0002200.1	678	423.861	301	19.9275
HORVU.MOREX.r2.1HG0002210.1	1089	834.817	5	0.168069
HORVU.MOREX.r2.1HG0002220.1	285	62.0768	0	0
HORVU.MOREX.r2.1HG0002230.1	1200	945.817	0	0
HORVU.MOREX.r2.1HG0002240.1	642	387.861	0	0
HORVU.MOREX.r2.1HG0002250.1	678	423.861	0	0
HORVU.MOREX.r2.1HG0002260.1	198	30.8105	0	0
HORVU.MOREX.r2.1HG0002270.1	237	43.5381	0	0
HORVU.MOREX.r2.1HG0002280.1	237	43.5381	65	41.8942
HORVU.MOREX.r2.1HG0002290.1	615	360.861	8.6809	0.675047
HORVU.MOREX.r2.1HG0002300.1	237	43.5381	65	41.8942
HORVU.MOREX.r2.1HG0002310.1	2157	1902.82	8.6382	0.12739
HORVU.MOREX.r2.1HG0002320.1	552	297.944	2	0.188367
HORVU.MOREX.r2.1HG0002330.1	1296	1041.82	478	12.875
HORVU.MOREX.r2.1HG0002340.1	597	342.861	0	0
HORVU.MOREX.r2.1HG0002350.1	1233	978.817	273	7.82655
HORVU.MOREX.r2.1HG0002360.1	366	117.709	0	0
HORVU.MOREX.r2.1HG0002370.1	1146	891.817	0	0
HORVU.MOREX.r2.1HG0002380.1	756	501.861	0	0
HORVU.MOREX.r2.1HG0002390.1	2358	2103.82	0	0
HORVU.MOREX.r2.1HG0002400.1	198	30.8105	0	0
HORVU.MOREX.r2.1HG0002410.1	2511	2256.82	0	0
HORVU.MOREX.r2.1HG0002420.1	360	112.49	0	0
HORVU.MOREX.r2.1HG0002430.1	2340	2085.82	0	0
HORVU.MOREX.r2.1HG0002440.1	390	139.152	0	0
HORVU.MOREX.r2.1HG0002450.1	312	77.1918	0	0
HORVU.MOREX.r2.1HG0002460.1	699	444.861	0	0
HORVU.MOREX.r2.1HG0002470.1	315	79.0814	0	0
HORVU.MOREX.r2.1HG0002480.1	438	184.958	0	0
HORVU.MOREX.r2.1HG0002490.1	1053	798.817	0	0
HORVU.MOREX.r2.1HG0002500.1	273	56.369	0	0
HORVU.MOREX.r2.1HG0002510.1	1413	1158.82	0	0
HORVU.MOREX.r2.1HG0002520.1	1563	1308.82	0	0
HORVU.MOREX.r2.1HG0002530.1	1488	1233.82	7	0.159205
HORVU.MOREX.r2.1HG0002540.1	1506	1251.82	0	0
HORVU.MOREX.r2.1HG0002550.1	798	543.861	0	0
HORVU.MOREX.r2.1HG0002560.1	2073	1818.82	0	0
HORVU.MOREX.r2.1HG0002570.1	1905	1650.82	0	0
HORVU.MOREX.r2.1HG0002580.1	1905	1650.82	0	0
HORVU.MOREX.r2.1HG0002590.1	399	147.514	87	16.5499
HORVU.MOREX.r2.1HG0002600.1	3768	3513.82	0	0
HORVU.MOREX.r2.1HG0002610.1	3189	2934.82	0	0
HORVU.MOREX.r2.1HG0002620.1	3549	3294.82	66.8514	0.569362
HORVU.MOREX.r2.1HG0002630.1	1047	792.817	0	0
HORVU.MOREX.r2.1HG0002640.1	1680	1425.82	4	0.0787237
HORVU.MOREX.r2.1HG0002650.1	762	507.861	0	0
HORVU.MOREX.r2.1HG0002660.1	432	179.106	0	0
HORVU.MOREX.r2.1HG0002670.1	1134	879.817	14.1486	0.451265
HORVU.MOREX.r2.1HG0002680.1	1824	1569.82	0	0
HORVU.MOREX.r2.1HG0002690.1	522	268.047	0	0
HORVU.MOREX.r2.1HG0002700.1	3216	2961.82	5	0.0473719
HORVU.MOREX.r2.1HG0002710.1	405	153.188	0	0
HORVU.MOREX.r2.1HG0002720.1	387	136.333	0	0
HORVU.MOREX.r2.1HG0002730.1	3177	2922.82	0	0
HORVU.MOREX.r2.1HG0002740.1	498	244.151	0	0
HORVU.MOREX.r2.1HG0002750.1	1263	1008.82	83	2.30874
HORVU.MOREX.r2.1HG0002760.1	1827	1572.82	0	0
HORVU.MOREX.r2.1HG0002770.1	2493	2238.82	0	0
HORVU.MOREX.r2.1HG0002780.1	1128	873.817	0	0
HORVU.MOREX.r2.1HG0002790.1	1515	1260.82	6	0.133539
HORVU.MOREX.r2.1HG0002800.1	1839	1584.82	0	0
HORVU.MOREX.r2.1HG0002810.1	366	117.709	0	0
HORVU.MOREX.r2.1HG0002820.1	1977	1722.82	0	0
HORVU.MOREX.r2.1HG0002830.1	1209	954.817	0	0
HORVU.MOREX.r2.1HG0002840.1	3984	3729.82	266	2.00126
HORVU.MOREX.r2.1HG0002850.1	2052	1797.82	15	0.234129
HORVU.MOREX.r2.1HG0002860.1	1119	864.817	421	13.6605
HORVU.MOREX.r2.1HG0002870.1	1248	993.817	6	0.169416
HORVU.MOREX.r2.1HG0002880.1	1599	1344.82	0	0
HORVU.MOREX.r2.1HG0002890.1	477	223.333	0	0
HORVU.MOREX.r2.1HG0002900.1	669	414.861	0	0
HORVU.MOREX.r2.1HG0002910.1	1332	1077.82	0	0
HORVU.MOREX.r2.1HG0002920.1	552	297.944	0	0
HORVU.MOREX.r2.1HG0002930.1	225	39.7052	0	0
HORVU.MOREX.r2.1HG0002940.1	1059	804.817	0	0
HORVU.MOREX.r2.1HG0002950.1	327	86.8051	5	1.61635
HORVU.MOREX.r2.1HG0002960.1	486	232.266	0	0
HORVU.MOREX.r2.1HG0002970.1	1437	1182.82	0	0
HORVU.MOREX.r2.1HG0002980.1	681	426.861	0	0
HORVU.MOREX.r2.1HG0002990.1	705	450.861	0	0
HORVU.MOREX.r2.1HG0003000.1	486	232.266	0	0
HORVU.MOREX.r2.1HG0003010.1	321	82.9525	676	228.679
HORVU.MOREX.r2.1HG0003020.1	348	102.571	4	1.09432
HORVU.MOREX.r2.1HG0003030.1	534	279.976	577	57.8315
HORVU.MOREX.r2.1HG0003040.1	657	402.861	213	14.8366
HORVU.MOREX.r2.1HG0003050.1	1500	1245.82	55	1.23885
HORVU.MOREX.r2.1HG0003060.1	198	30.8105	0	0
HORVU.MOREX.r2.1HG0003070.1	825	570.861	542	26.6427
HORVU.MOREX.r2.1HG0003080.1	1206	951.817	142	4.18643
HORVU.MOREX.r2.1HG0003090.1	1422	1167.82	0	0
HORVU.MOREX.r2.1HG0003100.1	609	354.861	0	0
HORVU.MOREX.r2.1HG0003110.1	225	39.7052	0	0
HORVU.MOREX.r2.1HG0003120.1	459	205.523	0	0
HORVU.MOREX.r2.1HG0003130.1	1428	1173.82	27.2404	0.651211
HORVU.MOREX.r2.1HG0003140.1	378	128.14	0	0
HORVU.MOREX.r2.1HG0003150.1	1095	840.817	0	0
HORVU.MOREX.r2.1HG0003160.1	438	184.958	0	0
HORVU.MOREX.r2.1HG0003170.1	303	71.7663	0	0
HORVU.MOREX.r2.1HG0003180.1	1383	1128.82	7	0.174014
HORVU.MOREX.r2.1HG0003190.1	1602	1347.82	0	0
HORVU.MOREX.r2.1HG0003200.1	1095	840.817	0	0
HORVU.MOREX.r2.1HG0003210.1	1842	1587.82	36	0.636226
HORVU.MOREX.r2.1HG0003220.1	1878	1623.82	30	0.518434
HORVU.MOREX.r2.1HG0003230.1	366	117.709	0	0
HORVU.MOREX.r2.1HG0003240.1	468	214.422	0	0
HORVU.MOREX.r2.1HG0003250.1	390	139.152	34.6778	6.99315
HORVU.MOREX.r2.1HG0003260.1	264	52.8776	0	0
HORVU.MOREX.r2.1HG0003270.1	213	35.585	223	175.852
HORVU.MOREX.r2.1HG0003280.1	1056	801.817	27	0.944926
HORVU.MOREX.r2.1HG0003290.1	2730	2475.82	185	2.09683
HORVU.MOREX.r2.1HG0003300.1	1119	864.817	0	0
HORVU.MOREX.r2.1HG0003310.1	1101	846.817	0	0
HORVU.MOREX.r2.1HG0003320.1	210	34.717	0	0
HORVU.MOREX.r2.1HG0003330.1	1095	840.817	0	0
HORVU.MOREX.r2.1HG0003340.1	225	39.7052	581.538	410.999
HORVU.MOREX.r2.1HG0003350.1	225	39.7052	247	174.566
HORVU.MOREX.r2.1HG0003360.1	2757	2502.82	6	0.0672716
HORVU.MOREX.r2.1HG0003370.1	219	37.5632	0	0
HORVU.MOREX.r2.1HG0003380.1	255	49.5466	2	1.13273
HORVU.MOREX.r2.1HG0003390.1	360	112.49	0	0
HORVU.MOREX.r2.1HG0003400.1	2139	1884.82	49	0.729518
HORVU.MOREX.r2.1HG0003410.1	630	375.861	67	5.00215
HORVU.MOREX.r2.1HG0003420.1	2316	2061.82	6	0.0816602
HORVU.MOREX.r2.1HG0003430.1	3861	3606.82	0	0
HORVU.MOREX.r2.1HG0003440.1	300	69.9903	0	0
HORVU.MOREX.r2.1HG0003450.1	483	229.283	18	2.20298
HORVU.MOREX.r2.1HG0003460.1	846	591.84	16	0.758622
HORVU.MOREX.r2.1HG0003470.1	2178	1923.82	0	0
HORVU.MOREX.r2.1HG0003480.1	2643	2388.82	125	1.46837
HORVU.MOREX.r2.1HG0003490.1	291	65.1219	0	0
HORVU.MOREX.r2.1HG0003500.1	2295	2040.82	139	1.91126
HORVU.MOREX.r2.1HG0003510.1	429	176.152	0	0
HORVU.MOREX.r2.1HG0003520.1	354	107.498	0	0
HORVU.MOREX.r2.1HG0003530.1	1986	1731.82	0	0
HORVU.MOREX.r2.1HG0003540.1	834	579.84	0	0
HORVU.MOREX.r2.1HG0003550.1	216	36.478	0	0
HORVU.MOREX.r2.1HG0003560.1	774	519.861	0	0
HORVU.MOREX.r2.1HG0003570.1	954	699.817	0	0
HORVU.MOREX.r2.1HG0003580.1	1341	1086.82	0	0
HORVU.MOREX.r2.1HG0003590.1	366	117.709	0	0
HORVU.MOREX.r2.1HG0003600.1	873	618.817	30	1.3604
HORVU.MOREX.r2.1HG0003610.1	225	39.7052	0	0
HORVU.MOREX.r2.1HG0003620.1	393	142.004	7	1.38327
HORVU.MOREX.r2.1HG0003630.1	1206	951.817	54	1.59202
HORVU.MOREX.r2.1HG0003640.1	336	93.2779	1	0.300836
HORVU.MOREX.r2.1HG0003650.1	498	244.151	209	24.0213
HORVU.MOREX.r2.1HG0003660.1	1047	792.817	0	0
HORVU.MOREX.r2.1HG0003670.1	462	208.477	0	0
HORVU.MOREX.r2.1HG0003680.1	510	256.087	0	0
HORVU.MOREX.r2.1HG0003690.1	660	405.861	5	0.345702
HORVU.MOREX.r2.1HG0003700.1	234	42.5331	0	0
HORVU.MOREX.r2.1HG0003710.1	1728	1473.82	0	0
HORVU.MOREX.r2.1HG0003720.1	561	306.922	1.25354	0.114609
HORVU.MOREX.r2.1HG0003730.1	771	516.861	0	0
HORVU.MOREX.r2.1HG0003740.1	1827	1572.82	497	8.86722
HORVU.MOREX.r2.1HG0003750.1	417	164.596	332	56.6015
HORVU.MOREX.r2.1HG0003760.1	1275	1020.82	258	7.0922
HORVU.MOREX.r2.1HG0003770.1	846	591.84	22	1.0431
HORVU.MOREX.r2.1HG0003780.1	405	153.188	0	0
HORVU.MOREX.r2.1HG0003790.1	1038	783.817	0	0
HORVU.MOREX.r2.1HG0003800.1	1152	897.817	0	0
HORVU.MOREX.r2.1HG0003810.1	792	537.861	0	0
HORVU.MOREX.r2.1HG0003820.1	462	208.477	0	0
HORVU.MOREX.r2.1HG0003830.1	1908	1653.82	0	0
HORVU.MOREX.r2.1HG0003840.1	429	176.152	0	0
HORVU.MOREX.r2.1HG0003850.1	1266	1011.82	0	0
HORVU.MOREX.r2.1HG0003860.1	1044	789.817	0	0
HORVU.MOREX.r2.1HG0003870.1	1221	966.817	154	4.46978
HORVU.MOREX.r2.1HG0003880.1	567	312.922	0	0
HORVU.MOREX.r2.1HG0003890.1	534	279.976	0	0
HORVU.MOREX.r2.1HG0003900.1	414	161.724	0	0
HORVU.MOREX.r2.1HG0003910.1	1725	1470.82	0	0
HORVU.MOREX.r2.1HG0003920.1	2382	2127.82	2	0.0263758
HORVU.MOREX.r2.1HG0003930.1	378	128.14	0	0
HORVU.MOREX.r2.1HG0003940.1	714	459.861	0	0
HORVU.MOREX.r2.1HG0003950.1	2856	2601.82	0	0
HORVU.MOREX.r2.1HG0003960.1	414	161.724	0	0
HORVU.MOREX.r2.1HG0003970.1	2820	2565.82	0	0
HORVU.MOREX.r2.1HG0003980.1	1191	936.817	0	0
HORVU.MOREX.r2.1HG0003990.1	1104	849.817	0	0
HORVU.MOREX.r2.1HG0004000.1	1191	936.817	0	0
HORVU.MOREX.r2.1HG0004010.1	1545	1290.82	0	0
HORVU.MOREX.r2.1HG0004020.1	1125	870.817	0	0
HORVU.MOREX.r2.1HG0004030.1	402	150.347	0	0
HORVU.MOREX.r2.1HG0004040.1	1428	1173.82	13	0.310779
HORVU.MOREX.r2.1HG0004050.1	3084	2829.82	241	2.38984
HORVU.MOREX.r2.1HG0004060.1	1032	777.817	171	6.16919
HORVU.MOREX.r2.1HG0004070.1	975	720.817	1178	45.8595
HORVU.MOREX.r2.1HG0004080.1	1605	1350.82	3	0.0623209
HORVU.MOREX.r2.1HG0004090.1	741	486.861	0	0
HORVU.MOREX.r2.1HG0004100.1	396	144.794	1	0.193803
